longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity,room_per_household,room_per_capita,bed_room_ratio,income_per_capita,age_binned_custom,distance_to_LA,distance_to_silicon_valey
-122.13,38.01,51.0,2.1974,139300.0,NEAR BAY,4.2,2.1,0.2,0.0,Old,561.6062564121955,69.3869705658454
-118.23,33.76,21.0,5.0,87500.0,NEAR OCEAN,3.1,1.7,0.3,0.2,Medium,32.43578361899922,531.265542714669
-118.26,34.14,23.0,2.5388,205000.0,<1H OCEAN,3.7,1.1,0.3,0.0,Medium,9.854610483359833,497.66725673030083
-122.36,40.55,21.0,2.6513,113300.0,INLAND,5.0,1.8,0.2,0.0,Medium,807.9796085971683,352.06146504510724
-121.76,36.75,21.0,3.8424,155700.0,<1H OCEAN,5.9,1.7,0.2,0.0,Medium,437.67820045306667,75.53402929409803
-115.57,32.83,31.0,3.5282,67500.0,INLAND,5.3,1.6,0.2,0.0,Old,283.15434602454764,777.7409815065765
-121.94,38.41,15.0,4.5,260900.0,INLAND,6.1,1.9,0.2,0.0,New,586.5966887904527,113.96146548660528
-118.25,33.93,36.0,0.9298,100000.0,<1H OCEAN,3.7,0.9,0.3,0.0,Old,13.567188530180461,515.678341316981
-117.07,33.07,8.0,8.5957,444100.0,<1H OCEAN,8.1,2.6,0.1,0.0,New,154.09486359734,659.7733457892424
-118.1,34.06,36.0,3.25,179200.0,<1H OCEAN,4.0,1.0,0.3,0.0,Old,13.295141103253401,514.206121714913
-117.2,34.04,24.0,6.0715,173400.0,INLAND,6.8,2.3,0.1,0.0,Medium,96.37896536655106,575.302837720292
-122.2,37.79,44.0,2.619,134700.0,NEAR BAY,3.3,1.2,0.3,0.0,Old,547.1489146277236,46.41196956387025
-117.07,33.04,4.0,3.6437,210100.0,<1H OCEAN,5.8,2.5,0.3,0.0,New,156.4777475367841,662.2476537026507
-117.04,32.54,7.0,1.2667,67500.0,NEAR OCEAN,3.3,0.8,0.3,0.0,New,201.7340212591336,706.2864440001999
-116.92,32.8,33.0,3.5586,160400.0,<1H OCEAN,5.6,1.8,0.2,0.0,Old,185.5863196302946,691.4776041874384
-122.25,39.79,16.0,3.0469,72200.0,INLAND,5.8,1.9,0.2,0.0,New,729.7872798392248,267.222575162097
-118.39,34.28,24.0,4.4818,166200.0,<1H OCEAN,6.0,1.3,0.2,0.0,Medium,28.64400942309775,478.12856586346476
-122.33,41.86,19.0,2.234,58600.0,INLAND,6.0,2.3,0.2,0.0,Medium,937.7848579085666,497.1206298920103
-118.2,33.89,40.0,2.7212,107900.0,<1H OCEAN,4.7,1.2,0.2,0.0,Old,18.439228283890234,522.0592159770401
-117.96,33.82,29.0,3.707,180400.0,<1H OCEAN,5.1,1.3,0.2,0.0,Old,36.76049189699055,542.580282726653
-118.07,33.92,36.0,3.622,174000.0,<1H OCEAN,5.0,1.2,0.2,0.0,Old,21.73999820031403,527.5270196466819
-122.08,37.94,44.0,4.725,232100.0,NEAR BAY,6.0,2.3,0.2,0.0,Old,552.8248850471225,61.354169770591234
-121.08,39.02,13.0,4.2031,209600.0,INLAND,6.8,2.4,0.1,0.0,New,606.8774973011673,200.41294047953897
-121.67,38.54,13.0,4.2432,326500.0,INLAND,6.4,2.4,0.2,0.0,New,585.300030399259,132.37681589702632
-119.11,34.33,14.0,3.5541,191800.0,<1H OCEAN,6.0,2.2,0.2,0.0,New,85.59236970942541,431.18474448737027
-121.13,39.31,17.0,2.8102,128900.0,INLAND,5.6,2.0,0.2,0.0,New,637.8563633766959,228.28215472345948
-117.8,33.77,29.0,8.7496,349500.0,<1H OCEAN,7.9,2.7,0.1,0.0,Old,51.60974837395519,556.6573256158173
-121.43,38.62,36.0,2.0639,73000.0,INLAND,4.6,1.8,0.2,0.0,Old,581.9164193854971,147.48602415044527
-122.01,37.95,8.0,6.0901,298200.0,NEAR BAY,7.5,2.5,0.1,0.0,New,549.7614571420949,62.572488909133845
-118.46,34.05,21.0,4.6197,387500.0,<1H OCEAN,3.7,2.4,0.3,0.0,Medium,19.972342821518918,492.9482202830562
-117.61,34.08,12.0,4.7147,158700.0,INLAND,5.3,1.8,0.2,0.0,New,58.57997787912904,544.4402048696845
-118.26,34.24,35.0,6.6277,344400.0,<1H OCEAN,6.1,2.1,0.2,0.0,Old,20.88589098616355,489.5498230080851
-118.04,33.81,22.0,5.8527,241000.0,<1H OCEAN,6.3,1.8,0.2,0.0,Medium,32.8093031049096,538.4831511329412
-114.65,32.79,21.0,0.8571,25000.0,INLAND,1.6,0.7,0.8,0.0,Medium,362.3421377855241,845.9444992506151
-121.43,38.54,44.0,3.15,101500.0,INLAND,5.4,2.4,0.2,0.0,Old,574.2740732327003,139.30019426518317
-118.14,33.93,31.0,3.3681,223900.0,<1H OCEAN,4.8,1.9,0.2,0.0,Old,16.599127310133824,522.3833935088917
-118.31,33.91,36.0,4.2596,181100.0,<1H OCEAN,5.4,1.5,0.2,0.0,Old,16.921131977865855,513.7565854579088
-121.02,36.94,33.0,2.5074,117700.0,INLAND,5.7,1.8,0.2,0.0,Old,407.52201767391546,104.68113639614798
-120.48,37.32,13.0,2.1418,130600.0,INLAND,4.6,2.1,0.2,0.0,New,415.21889799665735,139.96172602131907
-118.78,34.26,24.0,6.0487,254500.0,<1H OCEAN,7.2,2.2,0.1,0.0,Medium,54.56293611343442,456.14706112511203
-118.13,33.81,36.0,4.6473,227100.0,<1H OCEAN,5.5,2.0,0.2,0.0,Old,28.848717312610184,533.0091911351371
-121.83,38.45,36.0,2.3438,122700.0,INLAND,5.0,1.9,0.2,0.0,Old,584.7131295462951,119.6165190499322
-117.1,32.58,33.0,4.1029,122700.0,NEAR OCEAN,4.9,1.2,0.2,0.0,Old,194.94001042564977,699.293757556302
-121.78,38.66,18.0,4.8226,139900.0,INLAND,6.6,2.2,0.1,0.0,New,601.6882950378335,143.32958652360216
-118.7,34.28,25.0,4.7083,196100.0,<1H OCEAN,5.4,2.0,0.2,0.0,Medium,49.07786788494441,459.17719438705734
-117.78,33.68,15.0,6.0634,234300.0,<1H OCEAN,5.9,2.2,0.2,0.0,New,59.54244532596389,565.2813925886709
-121.38,38.71,7.0,3.9318,133000.0,INLAND,5.3,1.7,0.2,0.0,New,588.4001458426767,158.38046814571746
-121.42,38.47,11.0,2.3343,97800.0,INLAND,4.4,1.7,0.3,0.0,New,567.1644593165904,132.58048946201052
-117.38,33.98,10.0,2.1528,162500.0,INLAND,3.5,1.4,0.3,0.0,New,80.17840673454631,567.4976236803643
-121.88,37.29,44.0,4.1406,274100.0,<1H OCEAN,5.3,2.2,0.2,0.0,Old,487.1906594005565,19.09189403061731
-117.0,32.73,17.0,3.7647,127600.0,<1H OCEAN,5.3,1.8,0.2,0.0,New,186.7971630074129,692.464738247741
-117.43,33.81,13.0,4.2273,295200.0,INLAND,7.2,2.4,0.2,0.0,New,79.88654359680653,577.2505048537109
-121.29,38.63,24.0,3.3182,213000.0,INLAND,5.9,2.2,0.2,0.0,Medium,576.8197908635357,153.50171950000367
-116.94,32.82,35.0,3.2411,159200.0,<1H OCEAN,5.9,2.1,0.2,0.0,Old,182.68368599826505,688.5749517344783
-117.2,32.8,36.0,2.3599,168400.0,NEAR OCEAN,4.8,2.5,0.3,0.0,Old,169.43901205100482,674.4723448362322
-122.22,37.37,26.0,5.1831,350000.0,NEAR OCEAN,2.0,1.4,0.5,0.0,Medium,514.6601779830294,14.522794936231838
-118.36,33.93,19.0,2.6961,212500.0,<1H OCEAN,4.2,1.5,0.3,0.0,Medium,17.297248740730396,509.07957787674434
-118.1,34.17,46.0,4.7241,279600.0,INLAND,5.4,2.4,0.2,0.0,Old,18.615271063487008,505.34806924836016
-117.89,33.82,21.0,4.8906,179100.0,<1H OCEAN,5.4,1.8,0.2,0.0,Medium,41.62588482285197,546.9353999826182
-122.73,38.43,29.0,2.1864,143200.0,<1H OCEAN,4.0,1.4,0.3,0.0,Old,631.1630981706733,129.94837406464288
-121.69,36.62,19.0,6.0332,244900.0,<1H OCEAN,7.1,2.8,0.2,0.0,Medium,423.4108388367052,91.2401219111356
-122.05,37.95,20.0,5.4482,190800.0,NEAR BAY,4.6,2.3,0.2,0.0,Medium,551.9936324264163,62.43550518428378
-121.64,37.85,22.0,4.4583,253900.0,INLAND,6.2,2.1,0.2,0.0,Medium,520.9276175176303,63.19492592010248
-118.02,33.95,36.0,4.6184,179800.0,<1H OCEAN,5.8,2.0,0.2,0.0,Old,23.57122872957826,528.1799545667702
-122.28,37.49,29.0,6.912,457200.0,NEAR OCEAN,6.6,2.5,0.2,0.0,Old,527.8102441938145,22.7406815649786
-118.22,34.52,7.0,6.5538,311600.0,INLAND,6.3,2.0,0.2,0.0,New,51.93777649051293,470.11890643934436
-118.06,34.06,28.0,2.5763,173900.0,<1H OCEAN,3.4,0.7,0.3,0.0,Medium,16.981972810045445,516.730268089952
-122.12,37.68,35.0,2.95,148900.0,NEAR BAY,4.4,1.7,0.2,0.0,Old,533.3589995183744,32.93053228568909
-116.91,33.71,19.0,3.1591,189700.0,INLAND,6.5,2.5,0.2,0.0,Medium,129.0901372867934,619.754268065735
-118.19,34.04,45.0,2.1806,134900.0,<1H OCEAN,4.0,0.8,0.2,0.0,Old,5.1397341316082885,510.2167545080306
-117.97,33.68,26.0,5.5105,232100.0,<1H OCEAN,6.7,2.3,0.2,0.0,Medium,48.43313952448894,553.6119885614407
-121.94,37.3,30.0,6.623,332500.0,<1H OCEAN,6.9,2.2,0.1,0.0,Old,491.67255661928516,14.237520305027443
-118.18,34.01,39.0,2.6364,148800.0,<1H OCEAN,3.6,1.0,0.3,0.0,Old,7.517858820777733,513.3052077547214
-117.71,34.06,27.0,1.4722,91300.0,INLAND,4.0,1.1,0.3,0.0,Medium,49.280863367571264,539.3471464408265
-120.58,38.77,15.0,4.03,141200.0,INLAND,6.1,2.5,0.2,0.0,New,563.8407872409703,200.87442500463052
-118.34,33.84,36.0,5.269,331900.0,<1H OCEAN,6.1,2.1,0.2,0.0,Old,25.164761580413206,517.9364924697888
-121.97,37.93,4.0,6.6134,307000.0,INLAND,6.6,2.1,0.1,0.0,New,545.819311033434,60.70507211753144
-119.19,35.41,12.0,4.4125,149000.0,INLAND,6.9,2.0,0.2,0.0,New,173.77945867367208,338.08386808270905
-123.8,39.44,33.0,1.9208,93600.0,<1H OCEAN,4.8,2.0,0.2,0.0,Old,776.6339718688471,273.97374848331566
-121.59,39.78,16.0,1.4048,86500.0,INLAND,5.1,2.6,0.2,0.0,New,701.9670055695374,268.6899656579001
-117.69,33.54,20.0,6.5394,272000.0,<1H OCEAN,6.2,2.2,0.2,0.0,Medium,76.52961455532969,582.4198562608758
-119.04,35.37,46.0,2.1818,75300.0,INLAND,5.5,2.3,0.2,0.0,Old,163.37806389741672,351.2915847667703
-117.08,32.7,36.0,2.4135,97000.0,NEAR OCEAN,5.4,1.6,0.2,0.0,Old,184.9786399163792,690.1882967764391
-115.51,33.12,21.0,2.101,46700.0,INLAND,4.4,1.2,0.2,0.0,Medium,274.0127338492596,760.7045683572252
-118.19,34.12,36.0,2.7012,172100.0,<1H OCEAN,4.0,1.3,0.3,0.0,Old,9.006804082884308,503.67620451495
-118.14,33.75,39.0,4.0795,400000.0,NEAR OCEAN,3.5,2.3,0.3,0.0,Old,34.86543375433788,537.4694428257466
-122.05,37.34,31.0,6.6087,416500.0,<1H OCEAN,6.5,2.3,0.1,0.0,Old,501.65469176454485,5.31346387599566
-121.39,38.61,36.0,2.9559,136600.0,INLAND,4.7,2.0,0.2,0.0,Old,579.2018648712457,147.81621214038503
-120.68,35.29,37.0,3.25,225000.0,NEAR OCEAN,4.7,1.8,0.2,0.0,Old,262.12086749638564,263.55507612800113
-122.41,37.65,32.0,3.5039,232400.0,NEAR OCEAN,4.2,1.3,0.3,0.0,Old,548.5078880564263,42.66000745511119
-117.66,34.13,19.0,6.075,254100.0,INLAND,7.8,2.6,0.1,0.0,Medium,54.55418503166876,537.2745510281908
-118.36,34.17,46.0,4.0742,229100.0,<1H OCEAN,5.3,1.9,0.2,0.0,Old,16.908100181969928,489.000373810061
-118.36,33.88,31.0,4.7404,295800.0,<1H OCEAN,5.0,2.3,0.2,0.0,Old,21.91735418506831,513.3374125396322
-118.22,34.05,36.0,1.0714,137500.0,<1H OCEAN,2.8,0.7,0.4,0.0,Old,2.201772748351783,507.53621362222475
-122.49,37.75,48.0,3.7562,321200.0,NEAR OCEAN,5.9,2.3,0.2,0.0,Old,561.3724729492043,55.48532269813362
-117.25,32.94,15.0,5.9806,370500.0,NEAR OCEAN,6.1,2.7,0.2,0.0,New,154.08885161952205,659.5643188608013
-121.61,39.52,24.0,1.8661,59800.0,INLAND,5.0,1.8,0.2,0.0,Medium,676.9631622823845,239.91852047446358
-119.17,34.29,28.0,3.2917,225000.0,NEAR OCEAN,4.5,2.6,0.2,0.0,Medium,89.38446639919371,431.4273243939131
-118.01,34.55,2.0,4.071,137400.0,INLAND,6.3,2.0,0.2,0.0,New,59.26274917970781,481.99811073877686
-117.95,34.05,31.0,3.494,154500.0,<1H OCEAN,4.5,1.2,0.2,0.0,Old,27.1182422050373,524.5361155114905
-117.24,32.79,18.0,3.4306,275000.0,NEAR OCEAN,4.8,2.6,0.2,0.0,New,168.2604485124063,672.9437721147003
-117.97,34.14,33.0,3.1094,136000.0,INLAND,4.0,1.5,0.3,0.0,Old,27.069846273135393,516.0957980241799
-118.34,34.04,42.0,1.9408,134600.0,<1H OCEAN,4.7,1.7,0.2,0.0,Old,8.994233720396057,501.01312934663713
-119.28,34.27,44.0,3.0089,166700.0,NEAR OCEAN,4.7,1.8,0.2,0.0,Old,98.56350523316462,427.307998559833
-118.0,33.89,34.0,5.1377,213300.0,<1H OCEAN,6.1,1.8,0.2,0.0,Old,28.825772986270675,534.3390045110021
-117.24,32.75,41.0,2.79,226000.0,NEAR OCEAN,4.1,2.0,0.3,0.0,Old,171.98029901971145,676.378656945268
-118.26,34.16,17.0,3.1484,187500.0,<1H OCEAN,4.5,2.2,0.3,0.0,New,12.051852952874242,496.03458164075295
-119.7,34.42,43.0,2.675,247900.0,<1H OCEAN,3.3,1.2,0.3,0.0,Old,140.2311133234295,392.01984620716297
-122.15,37.68,30.0,4.2841,213400.0,NEAR BAY,5.9,2.4,0.2,0.0,Old,535.1393771573937,33.47753910505253
-118.26,34.23,38.0,7.5582,263700.0,<1H OCEAN,5.7,2.1,0.2,0.0,Old,19.779669542127046,490.356337938725
-118.95,35.41,21.0,3.875,99500.0,INLAND,5.8,2.1,0.2,0.0,Medium,163.9294147871312,354.73354722836245
-117.89,33.77,35.0,3.9219,189600.0,<1H OCEAN,4.9,1.5,0.2,0.0,Old,45.27445336596759,551.0398741219301
-117.19,34.05,33.0,3.8816,134600.0,INLAND,6.2,2.4,0.2,0.0,Old,97.28739626946839,575.2587141376059
-120.59,37.36,11.0,2.0179,87300.0,INLAND,4.1,1.4,0.2,0.0,New,423.9687231518814,130.01701560336008
-122.7,38.35,14.0,3.7813,146500.0,<1H OCEAN,5.8,2.4,0.2,0.0,New,622.7559109562524,120.86665841458226
-117.24,32.74,43.0,5.5289,297700.0,NEAR OCEAN,5.7,2.4,0.2,0.0,Old,172.91553472400494,677.2391859085774
-122.47,37.77,52.0,4.1635,398400.0,NEAR BAY,5.9,2.2,0.2,0.0,Old,561.7367488797439,55.94566040659561
-122.08,37.4,52.0,2.5208,316700.0,NEAR BAY,3.9,1.7,0.3,0.0,Old,508.27457747820273,2.4278071788368125
-118.36,33.86,34.0,5.543,305900.0,<1H OCEAN,6.2,1.9,0.2,0.0,Old,23.87603093877545,515.0473877672786
-122.58,38.08,27.0,5.615,285600.0,NEAR BAY,6.7,2.5,0.2,0.0,Medium,593.4326586234289,89.60442577149763
-118.08,34.07,32.0,3.29,205500.0,<1H OCEAN,4.3,1.1,0.2,0.0,Old,15.240984459119298,514.6574758228419
-117.98,34.08,17.0,3.4784,152200.0,INLAND,4.5,1.0,0.2,0.0,New,24.537511473939094,520.2182574339864
-120.04,38.86,16.0,3.7891,117700.0,INLAND,10.4,3.8,0.2,0.0,New,557.24402490361,240.83881675617397
-122.1,37.4,23.0,4.3077,293500.0,NEAR BAY,3.5,1.3,0.3,0.0,Medium,509.5107285691225,4.01096186989593
-121.96,37.52,26.0,5.2396,223900.0,<1H OCEAN,5.7,1.8,0.2,0.0,Medium,510.71268380481706,17.049285755451894
-119.08,37.78,17.0,2.7656,130000.0,INLAND,12.7,5.7,0.2,0.0,New,420.45260549606604,266.5637020991023
-118.26,33.99,36.0,1.6901,103500.0,<1H OCEAN,4.3,1.1,0.3,0.0,Old,7.061741660386757,510.0528730141776
-117.27,33.05,15.0,2.9083,122400.0,NEAR OCEAN,4.5,2.4,0.2,0.0,New,143.2913038032743,649.0761149146759
-120.26,37.11,33.0,1.2794,50700.0,INLAND,4.3,1.7,0.2,0.0,Old,385.33063633903447,162.41955208672553
-118.28,33.88,19.0,2.6618,179700.0,<1H OCEAN,4.7,1.3,0.2,0.0,Medium,19.3931224183069,518.0892922855702
-116.91,33.75,13.0,2.3169,123400.0,INLAND,5.6,2.6,0.2,0.0,New,127.82824197420501,616.7578883876035
-122.03,37.34,16.0,5.1602,231200.0,<1H OCEAN,4.3,2.6,0.2,0.0,New,500.41450368014125,5.807419047376532
-117.74,34.11,28.0,5.3637,214700.0,INLAND,6.7,2.5,0.2,0.0,Medium,46.929909216065504,533.4912187183172
-119.64,36.34,32.0,1.8606,56700.0,INLAND,4.7,2.0,0.2,0.0,Old,283.88011935805787,244.90260500726745
-121.84,37.38,34.0,3.5625,201800.0,<1H OCEAN,3.9,1.2,0.2,0.0,Old,492.0759541596682,19.280282700011565
-120.49,37.3,35.0,1.75,57600.0,INLAND,3.8,1.0,0.2,0.0,Old,413.73875637351057,139.2326282845045
-118.27,34.16,47.0,3.0114,255500.0,<1H OCEAN,4.2,1.8,0.2,0.0,Old,12.201393255888357,495.40966992048453
-122.08,37.69,36.0,3.3021,195700.0,NEAR BAY,5.0,2.1,0.2,0.0,Old,531.8244908959363,33.6326374876716
-118.41,34.15,33.0,4.3468,425900.0,<1H OCEAN,4.6,2.4,0.2,0.0,Old,18.79275270719188,487.5829598582637
-117.28,33.66,15.0,2.6949,163600.0,<1H OCEAN,5.5,1.8,0.2,0.0,New,99.2250958081947,598.8406809844695
-119.63,36.64,33.0,3.4107,110400.0,INLAND,6.0,1.7,0.2,0.0,Old,313.5358984259893,231.40726505969752
-118.34,33.97,45.0,5.5,188200.0,<1H OCEAN,6.5,2.3,0.2,0.0,Old,12.738319474258507,506.89029950441255
-118.13,33.78,45.0,7.5,434500.0,NEAR OCEAN,6.2,2.8,0.2,0.0,Old,31.971085362631822,535.5343385074355
-122.01,37.37,25.0,7.2165,360900.0,<1H OCEAN,5.7,2.1,0.2,0.0,Medium,501.5712136917936,4.633685388611887
-118.25,33.97,38.0,1.8661,106600.0,<1H OCEAN,3.5,1.0,0.3,0.0,Old,9.136389243148086,512.33045533974
-118.61,34.19,34.0,4.3125,210100.0,<1H OCEAN,5.5,1.9,0.2,0.0,Old,37.08868785591401,472.15409096832013
-122.08,37.38,33.0,3.4042,353600.0,NEAR BAY,4.8,1.9,0.2,0.0,Old,506.6854300662556,2.1595212847353764
-116.06,34.15,15.0,2.2466,66800.0,INLAND,5.7,2.3,0.2,0.0,New,201.78926944264973,650.2823188253615
-117.71,33.63,16.0,3.4261,219700.0,<1H OCEAN,5.2,1.7,0.2,0.0,New,68.06716692429414,573.7499109282186
-121.02,37.7,16.0,3.3438,125400.0,INLAND,5.2,1.6,0.2,0.0,New,476.0452417387797,98.02794210682491
-122.54,37.74,42.0,4.1786,271100.0,NEAR OCEAN,4.6,1.6,0.2,0.0,Old,563.6718473420096,57.86057985519604
-118.09,33.87,31.0,3.9837,246000.0,<1H OCEAN,5.0,1.7,0.2,0.0,Old,24.703271282222126,530.4311541655604
-117.13,32.75,28.0,1.95,150000.0,NEAR OCEAN,3.7,2.0,0.3,0.0,Medium,177.74329216242648,682.9279834202816
-117.11,32.74,25.0,2.2,98700.0,NEAR OCEAN,4.5,1.3,0.2,0.0,Medium,179.73439411842358,684.9794930216999
-118.33,33.98,38.0,1.8472,149100.0,<1H OCEAN,4.2,1.4,0.3,0.0,Old,11.299539435989297,506.64941798575376
-118.05,33.9,36.0,3.1897,155000.0,<1H OCEAN,4.4,1.1,0.2,0.0,Old,24.60528816061365,530.413225178762
-118.26,33.78,21.0,1.9923,164700.0,NEAR OCEAN,3.4,1.0,0.3,0.0,Medium,30.2302646558047,527.7844514238708
-119.56,36.53,19.0,3.2019,95700.0,INLAND,5.3,1.6,0.2,0.0,Medium,299.8363842351707,241.91782905499934
-118.28,33.68,8.0,3.7282,287500.0,NEAR OCEAN,5.6,1.8,0.2,0.0,New,41.420820421766386,535.2155311679307
-118.96,35.41,29.0,2.947,87100.0,INLAND,5.4,2.3,0.2,0.0,Old,164.2929258916246,354.0293229230626
-122.3,37.9,41.0,3.4091,223000.0,NEAR BAY,4.9,2.4,0.2,0.0,Old,562.1158072775816,60.77521322437469
-121.47,38.48,24.0,3.2702,67300.0,INLAND,5.0,1.2,0.2,0.0,Medium,570.3817641662334,131.80219088433438
-117.6,33.94,26.0,3.1859,153100.0,INLAND,5.8,1.5,0.2,0.0,Medium,60.75896921463396,555.9288195858983
-119.18,36.4,39.0,2.6648,129200.0,INLAND,5.6,1.9,0.2,0.0,Old,274.0631855258046,278.9011607042095
-118.61,34.31,4.0,5.0151,285200.0,<1H OCEAN,4.9,2.2,0.2,0.0,New,44.25017082022371,462.08244159766275
-117.94,33.88,35.0,4.3333,239300.0,<1H OCEAN,6.0,2.5,0.2,0.0,Old,33.95100853416373,538.9030047437569
-117.64,34.08,33.0,2.4464,122600.0,INLAND,4.2,1.5,0.2,0.0,Old,55.81462566771527,542.4397406381994
-121.92,36.55,44.0,3.6,452800.0,NEAR OCEAN,8.4,5.0,0.2,0.0,Old,434.2136004962826,93.74628595085662
-117.76,33.88,9.0,6.6536,307800.0,<1H OCEAN,7.0,2.3,0.2,0.0,New,48.61380346043606,550.3000519854473
-119.47,35.14,19.0,3.9929,88300.0,INLAND,6.0,2.1,0.2,0.0,Medium,164.97219044177984,340.9397749016659
-118.14,34.13,16.0,4.9167,251100.0,<1H OCEAN,4.6,2.4,0.2,0.0,New,12.886468170401262,506.0162752683839
-121.88,37.32,40.0,2.7546,172500.0,<1H OCEAN,3.4,1.0,0.3,0.0,Old,489.60808200891205,17.41927110569102
-118.14,33.95,37.0,5.2015,302000.0,<1H OCEAN,6.2,2.4,0.2,0.0,Old,14.842195793523318,520.7273672155943
-116.54,33.87,16.0,1.9167,70400.0,INLAND,6.3,2.2,0.3,0.0,New,158.75732720070545,633.9151746267834
-121.55,40.48,14.0,2.7857,77400.0,INLAND,7.3,3.0,0.2,0.0,New,771.140199065245,346.1182338332545
-121.09,38.97,13.0,5.2536,191900.0,INLAND,6.4,2.1,0.2,0.0,New,602.2541318076788,195.03917517140525
-117.08,32.72,32.0,3.0446,101900.0,NEAR OCEAN,4.9,1.3,0.2,0.0,Old,183.17774995917372,688.4838559472304
-116.75,32.85,17.0,4.2321,217400.0,<1H OCEAN,6.3,2.1,0.2,0.0,New,192.5200911639649,697.9459674834711
-122.94,38.5,46.0,2.6316,117000.0,<1H OCEAN,6.2,2.8,0.2,0.0,Old,649.1266338103944,145.82398342148483
-118.46,35.12,16.0,3.2405,85500.0,INLAND,6.1,2.0,0.2,0.0,New,120.10493827496295,409.63016917722035
-117.0,32.7,23.0,4.3714,131000.0,NEAR OCEAN,6.2,1.9,0.2,0.0,Medium,189.43223122380448,695.0042156094681
-119.57,36.7,30.0,3.1442,72300.0,INLAND,5.8,1.9,0.2,0.0,Old,317.51705917000305,234.06419018519418
-118.29,34.04,41.0,2.0817,132500.0,<1H OCEAN,2.3,0.5,0.4,0.0,Old,4.484175641423683,504.05912565165835
-122.42,40.44,16.0,2.1875,76400.0,INLAND,5.5,2.0,0.2,0.0,New,799.6715990031555,340.3242668871639
-117.88,33.73,32.0,4.5726,177500.0,<1H OCEAN,5.9,1.1,0.2,0.0,Old,49.08257222933414,554.9590930392897
-119.47,35.4,32.0,1.9718,69800.0,INLAND,5.5,1.7,0.2,0.0,Old,187.00208338129704,320.1699320096629
-122.26,37.54,16.0,7.2477,376000.0,NEAR BAY,6.7,2.8,0.2,0.0,New,530.5157034293013,24.645677171437214
-116.86,34.23,13.0,5.4618,147800.0,INLAND,36.1,15.4,0.2,0.0,New,129.13494629467533,585.8446932466638
-117.02,32.68,14.0,5.7192,267400.0,NEAR OCEAN,5.7,1.9,0.2,0.0,New,190.0800823595237,695.4955035787035
-120.79,36.06,29.0,2.4881,87500.0,<1H OCEAN,6.1,1.9,0.2,0.0,Old,321.80458255795986,185.79858368050827
-121.58,39.79,19.0,2.7863,108600.0,INLAND,5.7,2.2,0.2,0.0,Medium,702.5872591550926,269.9199128652899
-118.06,34.03,36.0,2.375,175000.0,<1H OCEAN,2.3,1.0,0.3,0.1,Old,17.140712142746988,519.1587255368217
-117.04,32.74,33.0,3.6848,140700.0,NEAR OCEAN,4.8,1.7,0.2,0.0,Old,183.63123025696788,689.1956376477276
-120.61,35.12,31.0,2.6974,165400.0,<1H OCEAN,4.6,1.8,0.2,0.0,Old,247.299766336319,283.24147066177994
-121.32,37.97,43.0,2.9107,88800.0,INLAND,5.6,2.2,0.2,0.0,Old,515.565089057914,91.71852893249032
-117.16,33.06,16.0,5.8661,404500.0,NEAR OCEAN,7.9,2.6,0.1,0.0,New,149.12275896515024,655.0015843559254
-117.66,33.51,18.0,4.0167,189600.0,<1H OCEAN,5.0,2.0,0.2,0.0,New,80.86753556891982,586.758327807996
-118.11,34.14,44.0,4.1324,434800.0,<1H OCEAN,5.1,2.3,0.2,0.0,Old,15.718618284740813,507.1138063150717
-122.46,37.76,28.0,6.1636,367700.0,NEAR BAY,6.4,3.0,0.2,0.0,Medium,560.3263195589742,54.5297061321879
-118.1,34.05,26.0,2.913,152300.0,<1H OCEAN,4.9,1.2,0.2,0.0,Medium,13.269981978848245,515.0181566143342
-121.76,36.91,23.0,1.9609,155000.0,<1H OCEAN,3.4,0.9,0.3,0.0,Medium,449.77675331803897,59.21799501272897
-121.88,37.68,23.0,7.333,337200.0,INLAND,7.8,2.6,0.1,0.0,Medium,519.4043638840578,36.05593329797644
-118.2,34.04,44.0,1.6888,125000.0,<1H OCEAN,3.1,0.8,0.3,0.0,Old,4.255914913566341,509.59712005972005
-121.34,38.55,11.0,4.1447,114000.0,INLAND,5.6,1.7,0.2,0.0,New,571.2546263072684,143.61024825411064
-118.7,34.28,27.0,4.4964,238300.0,<1H OCEAN,6.1,1.9,0.2,0.0,Medium,49.07786788494441,459.17719438705734
-122.44,37.76,38.0,6.8939,455900.0,NEAR BAY,5.1,2.6,0.2,0.0,Old,559.1030284668352,53.39450097244373
-118.13,33.79,20.0,3.7716,242900.0,NEAR OCEAN,4.2,1.8,0.3,0.0,Medium,30.925543039158303,534.6916504655552
-117.81,34.12,23.0,4.8229,192600.0,INLAND,6.4,2.3,0.2,0.0,Medium,40.72717589431873,528.0999631093694
-118.31,33.74,36.0,4.5074,350000.0,NEAR OCEAN,5.4,2.2,0.2,0.0,Old,35.16819977762275,528.2872110043809
-119.68,36.63,39.0,3.0139,65300.0,INLAND,5.2,1.9,0.2,0.0,Old,314.3828597814938,227.6794429003348
-117.19,33.34,15.0,6.1009,314400.0,<1H OCEAN,7.2,3.0,0.1,0.0,New,125.63201355281645,630.1599542768507
-121.87,39.82,11.0,4.5032,159700.0,INLAND,6.3,2.1,0.2,0.0,New,716.8191904484361,270.5201631368218
